timestamp,x,y,theta
2025-12-10T22:01:08,-0.05,-0.05,-0.08709640324609823
2025-12-10T22:01:08,-0.05,-0.05,-0.08709640324609823
2025-12-10T22:01:08,-0.05,-0.05,-0.08709640324609823
2025-12-10T22:01:08,-0.05,-0.05,-0.08709162059448526
2025-12-10T22:01:08,-0.05,-0.05,-0.08709640324609823
2025-12-10T22:01:08,-0.045014542368278766,-0.049746382888010796,-0.088200117348456
2025-12-10T22:01:09,-0.04769336257758868,-0.04974369068517738,0.539109522586691
2025-12-10T22:01:09,-0.028449749050964344,-0.042833503107643944,0.5357833201211489
2025-12-10T22:01:09,-0.07638947586481687,-0.042717393557286855,0.5339752116572946
2025-12-10T22:01:09,0.07963654819042561,-0.027420760568066617,0.5669577446143238
2025-12-10T22:01:09,0.007985522116100312,-0.029723717071557926,0.5656481712732323
2025-12-10T22:01:09,0.007985522116100312,-0.029723717071557926,0.5642336495540236
2025-12-10T22:01:09,0.09411754611552993,-0.02096290705396986,0.5765546293670337
2025-12-10T22:01:09,0.12273041700578939,-0.029188880998787758,0.4768487526554427
2025-12-10T22:01:09,0.1011823011288938,-0.02814544052489095,0.4743792584366532
2025-12-10T22:01:09,0.11113316541225822,-0.024684554068105734,0.43776848193327245
2025-12-10T22:01:09,0.08080355749893216,-0.02215426850138798,0.4326230531963765
2025-12-10T22:01:09,0.08479912705463198,-0.03169246251636668,0.35146663316323223
2025-12-10T22:01:09,0.08086927281677787,-0.031049444080535865,0.3460024840668162
2025-12-10T22:01:09,0.09352241456288339,-0.030119549912785926,0.30519546212048254
2025-12-10T22:01:09,0.11314940427061444,-0.033000913598466824,0.31539710219401085
2025-12-10T22:01:09,0.10138360758250232,-0.030722209244305514,0.31680992128111984
2025-12-10T22:01:09,0.12916844917352815,-0.03481671481108685,0.3424587497388044
2025-12-10T22:01:09,0.17245720830508748,-0.03439595060255945,0.3865658017858945
2025-12-10T22:01:10,0.14042771668676274,-0.030473055476096755,0.38904199340721657
2025-12-10T22:01:10,0.23138802505477957,-0.03590048655388153,0.42408944082009004
2025-12-10T22:01:10,0.2514908141144373,-0.03240241113187721,0.46666115427879606
2025-12-10T22:01:10,0.2296626239913685,-0.029781161095379875,0.48985886494188724
2025-12-10T22:01:10,0.2296626239913685,-0.029781161095379875,0.49236621901184374
2025-12-10T22:01:10,0.35785675746790724,-0.03170399313989515,0.5077675541931818
2025-12-10T22:01:10,0.39768284078083455,-0.03347159336987793,0.5198006427796419
2025-12-10T22:01:10,0.4552618975870883,-0.02676339004001009,0.4917213721348882
2025-12-10T22:01:10,0.362200825186995,-0.024423162780592266,0.4926108956801424
2025-12-10T22:01:10,0.362200825186995,-0.024423162780592266,0.4931522300035346
2025-12-10T22:01:10,0.4467306614733367,-0.025829399620030658,0.5023642594642536
2025-12-10T22:01:10,0.5155211462929501,-0.026308382906706895,0.5222848920048991
2025-12-10T22:01:10,0.5196490841219358,-0.013396747165478513,0.5856387999518614
2025-12-10T22:01:10,0.5059228450600659,-0.015055887247108615,0.6293096313838492
2025-12-10T22:01:10,0.5854046882191947,-0.006766025368063838,0.6507661640145507
2025-12-10T22:01:10,0.5371041209120375,-0.01254190674746554,0.6528774117043635
2025-12-10T22:01:10,0.5757555994552112,-0.01620260477465893,0.5480383173018447
2025-12-10T22:01:10,0.6452778133411246,-0.013277553115395031,0.44675212390459984
2025-12-10T22:01:10,0.6023840689389541,-0.009828391474886448,0.44393330547295384
2025-12-10T22:01:11,0.6556668905573036,-0.015263822953490241,0.3739436405487403
2025-12-10T22:01:11,0.6875095816123682,-0.02539592953086786,0.2512731162582508
2025-12-10T22:01:11,0.6472181093692461,-0.01468298859658096,0.2480375416638817
2025-12-10T22:01:11,0.6472181093692461,-0.01468298859658096,0.2446636195301738
2025-12-10T22:01:11,0.6960747339047695,-0.027497183430731365,0.2258254935417331
2025-12-10T22:01:11,0.6892663259328404,-0.025553837635230742,0.22653381898360025
2025-12-10T22:01:11,0.753703596031768,-0.04180359619697557,0.25675876312148016
2025-12-10T22:01:11,0.753703596031768,-0.04180359619697557,0.25675876312148016
2025-12-10T22:01:11,0.8546593288241713,-0.06118350833848767,0.3307977821278122
